
Figure part/fragment,"possibly Multiple archaeological cultures (attributed), including Archaic Age (Ortoiroid) and Ostionoid Traditions  ","Pecked, carved, ground",Sculpture/Carving/Figures,Near Puerto Plata; Puerto Plata; Puerto Plata Province; Dominican Republic,"Collection history unknown; formerly in the collection of Edward Hall (1852-1914, manager of the Central Dominican Railroad from 1892 to 1910); donated to MAI by Edward Hall's estate in 1940."
Figure part/fragment,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,"Ground, carved",Sculpture/Carving/Figures,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1912 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Figure,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Carved,Sculpture/Carving/Figures,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1912 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Figure,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,"Ground, carved",Sculpture/Carving/Figures,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1912 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Figure,probably Chican Ostionoid (Chicoid) (archaeological culture) (attributed)  ,"Pecked, carved, ground",Sculpture/Carving/Figures,Cave; Aguas Buenas; Aguas Buenas Municipality; Puerto Rico (inferred),"Collection history unknown; formerly in the collection of Captain Salvador Lopez de Azua y Marquez (1880-1953, police chief of Arecibo, Puerto Rico); inherited by his widow Ana Giordani Lopez De Azua (1895-1974); purchased by MAI from Mrs. Lopez de Azua in 1965."
Female figure,probably Quimbaya (archaeological culture) (attributed)  ,Cast,Sculpture/Carving/Figures,Medellín; Medellín Municipality; Antioquia Department; Colombia,"Collection history unknown, but documented in 1852 by members of the Third Expedition of the Comisión Corográfica (Chorographic Commission) during scientific explorations in Colombia; formerly in the collection of Charles Ratton (1895-1986, owner of Galerie Charles Ratton-Guy Ladrière in Paris, France); transferred at an unknown date to Alfred Stendahl (1915-2010) and Joseph Dammann (1921-1971) of the Stendahl Galleries (Hollywood, California); purchased by MAI from the Stendahl Galleries in 1965 using monies from the Sackler Fund, an MAI acquisition fund with many donors, including Dr. Arthur M. Sackler (1913-1987, a New York City physician, philanthropist, and art collector)."
title,culture/people,media/materials,object type,place,collection history
Mortar,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of William M. Fitzhugh (1853-1929, a San Francisco collector); purchased by MAI from the estate of William M. Fitzhugh in 1936."
Axe head,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,"Ground, grooved",Tools and Equipment (General),Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1913 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Abrader/Grinding stone,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Abraded,Tools and Equipment (General),Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of Edward Ledwidge (1870-1934, an El Paso, Texas, tax collector and prominent collector of Casas Grandes pottery); purchased by MAI from Edward Ledwidge in 1917 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Mortar,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Food Gathering and Preparation,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1913 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Mortar with textile designs,probably Pueblo (Anasazi) (archaeological) (attributed)  ,"Ground, pecked, painted",Ceremonial/Ritual items,"Room 80; Pueblo Bonito ruins, Chaco Canyon National Historical Park; San Juan County; New Mexico; USA","Collected or excavated between May and September 1897 during the Hyde Exploring Expedition, led by George Hubbard Pepper (1873-1924) and Richard Wetherill (1858-1910) and sponsored by B. Talbot B. Hyde (1872-1933) and his brother Frederick E. Hyde, Jr. (1874-1944); donated to the American Museum of Natural History (New York City) by the Hyde brothers in 1897; withdrawn from the AMNH collection by B. Talbot B. Hyde in August 1909 and lent to the University of Pennsylvania Museum (Philadelphia, Pennsylvania) in conjunction with the George Heye collection there; purchased by George Heye from B. Talbot B. Hyde in February 1916 using funds donated by Thea (Mrs. George) Heye."
Throwing stick/Atlatl weight,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Hunting/Fishing/Warfare,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1912 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Celt,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Woodworking tools,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1914 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Celt,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Woodworking tools,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1914 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Axe head,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Tools and Equipment (General),Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1914 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Bow and arrow,Wichita  ,Carved,Hunting/Fishing/Warfare,Oklahoma; USA,"Collected from Stanley Punley (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Fish hook and float,Rarámuri (Tarahumara)  ,Stitched,Hunting/Fishing/Warfare,Chihuahua State; Mexico (inferred),"Collected by George Wynne Avery (1866-1927, a mining superintendent who worked in Mexico and the Southwest) in 1909; purchased by George Heye from George W. Avery in 1910."
Celt,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Woodworking tools,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1916 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by MAI."
Hide scraper handle,Wichita  ,Carved,Hide working tools,Oklahoma; USA,"Collected from Old Lady Ross (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Abrader,probably Archaic Age (Ortoiroid) (archaeological culture) (attributed)  ,"Pecked, ground",Tools and Equipment (General),"Mound, Baie de Conch, Île à Vache; Cayes Arrondissement; Sud Department; Haiti",Excavated in 1934 by independent archaeologist Godfrey J. Olsen (1906-1964); donated to MAI by Godfrey Olsen in 1934.
Mortar,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Food Gathering and Preparation,Paquimé region; Paquimé (Casas Grandes); Casas Grandes Municipality; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of William M. Fitzhugh (1853-1929, a San Francisco collector); purchased by MAI from the estate of William M. Fitzhugh in 1936."
Celt,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Woodworking tools,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1914 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Paint with container,Wichita  ,Cut,Art and Printing tools,Oklahoma; USA,"Collected from Stanley Punley (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Celt,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Woodworking tools,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1913 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Celt,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Woodworking tools,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1913 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
Fishing line sinker or net weight/sinker,possibly Multiple archaeological cultures (attributed); including Saladoid and Troumassan Troumassoid Traditions and Cayo Complex  ,Ground,Hunting/Fishing/Warfare,Saint Vincent; Saint Vincent and the Grenadines,"Collected or purchased from local residents in 1914 by Reverend Thomas Huckerby (1869-1927, a Wesleyan minister and amateur archaeologist working in the Caribbean) during a collecting trip sponsored by George Heye."
title,culture/people,media/materials,object type,place,collection history
Cradleboard,Kiowa  ,"Sewn, overlay beadwork, painted, studded, laced",Transportation Items: Baby carriers,Oklahoma; USA,"Formerly owned by Harry Hauvakt (Kiowa); purchased by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) in 1909 from a pawn shop operated by Samuel S. Arn (1855-1936) in Anadarko, Oklahoma, during fieldwork sponsored by George Heye."
Snowshoes,Penobscot  ,Carved,Transportation Items,Old Town; Penobscot County; Maine; USA,"Collected by William C. Orchard (1860-1948, MAI staff member), possibly in 1909 during fieldwork for the American Museum of Natural History; acquired by MAI through an exchange with William C. Orchard in 1933."
Cradleboard,Potawatomi [Michigan]  ,"Bent, laced, etched",Transportation Items: Baby carriers,Hopkins; Allegan County; Michigan; USA,"NMAI purchase from the artist, 2018."
Cradleboard cover part/fragment,probably Great Lakes (attributed)  ,"Quilled (lane stitched), wrapped, quill-wrapped (flat)",Transportation Items: Baby carriers,"Lake Superior region; Ontario, Minnesota, Michigan, Wisconsin; Canada, USA","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911."
Sling/Strap,probably Yámana (Yagán/Yahgan) (attributed)  ,Tied,Transportation Items,"Isla Grande de Tierra del Fuego; Tierra del Fuego Province, Magallanes y Antártica Chilena Region XII; Argentina, Chile","Collected by Commander Thomas Graves (1802-1856, of the British Royal Navy) in 1829 or 1830; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1914; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Cradleboard cover (part),probably Dakota (Eastern Sioux) (attributed)  ,"Sewn, quilled (lane stitched)",Transportation Items: Baby carriers,"Lake Superior region; Ontario, Minnesota, Michigan; Canada, USA","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911."
Snowshoes (model),Anishinaabe (Chippewa/Ojibwa)  ,Painted,Transportation Items,"Great Lakes region; Canada, USA (inferred)","Collection history unknown; formerly in the collection of the Chichester Museum (Chichester, West Sussex, England) and said to have been acquired by the museum about 1845; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1912; purchased by George Heye from W.O. Oldman in 1913."
Baby belt/sling,Northern Athapaskan  ,"Sewn, overlay beadwork, tied",Transportation Items: Baby carriers,"Western Subarctic; Alaska; Canada, USA (inferred)","Collection history unknown; formerly in the collection of the Chichester Museum (Chichester, West Sussex, England) and said to have been acquired by the museum about 1845; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1912; purchased by George Heye from W.O. Oldman in 1913."
Cradleboard cover (part),Great Lakes  ,"Dyed, quill woven/loomed quillwork, strung",Transportation Items: Baby carriers,"Michilimackinac, Fort Miami; Cheboygan County, Saint Joseph County; Michigan; USA","Collected between 1790 and 1795 by British Army officer Major Andrew Foster (1768-1806) at Fort Miami or Fort Michilimackinac; inherited by his family and donated to the Wells and Mendip Museum (Wells, England) by Foster family members in 1936; removed from the collection of the Wells and Mendip Museum at an unknown date; acquired by George Terasaki (a New York art dealer) in 1965 or 1966; acquired by MAI through an exchange with George Terasaki in 1967."
Cradleboard cover part/fragment,probably Great Lakes (attributed)  ,Quilled (lane stitched),Transportation Items: Baby carriers,"Great Lakes region; Canada, USA (inferred)",Collection history unknown; formerly in the collection of Western painter Edwin Willard Deming (1860-1942); purchased by George Heye from an unknown source circa 1906.
Cradleboard,Great Lakes  ,"Carved, incised, painted, perforated, laced",Transportation Items: Baby carriers,"Michilimackinac, Fort Miami; Cheboygan County, Saint Joseph County; Michigan; USA","Collected between 1790 and 1795 by British Army officer Major Andrew Foster (1768-1806) at Fort Miami or Fort Michilimackinac; inherited by his family and donated to the Wells and Mendip Museum (Wells, England) by Foster family members in 1936; removed from the collection of the Wells and Mendip Museum at an unknown date; acquired by George Terasaki (a New York art dealer) in 1965 or 1966; acquired by MAI through an exchange with George Terasaki in 1967."
Cradleboard cover (part),Great Lakes  ,"Sewn, dyed, quill-wrapped (flat), quill-netted, strung",Transportation Items: Baby carriers,"Michilimackinac, Fort Miami; Cheboygan County, Saint Joseph County; Michigan; USA","Collected between 1790 and 1795 by British Army officer Major Andrew Foster (1768-1806) at Fort Miami or Fort Michilimackinac; inherited by his family and donated to the Wells and Mendip Museum (Wells, England) by Foster family members in 1936; removed from the collection of the Wells and Mendip Museum at an unknown date; acquired by George Terasaki (a New York art dealer) in 1965 or 1966; acquired by MAI through an exchange with George Terasaki in 1967."
Cradle/cradleboard ornament,Great Lakes  ,"Dyed, quilled (lane stitched), quill-wrapped (flat), strung",Transportation Items: Baby carriers,"Great Lakes region; Canada, USA (inferred)","Collection history unknown; formerly in the collection of William M. Fitzhugh (1853-1929, a San Francisco collector); purchased by MAI from the estate of William M. Fitzhugh in 1936."
Cradleboard cover,Tsitsistas/Suhtai (Cheyenne)  ,"Sewn, lazy/lane stitch beadwork, overlay beadwork",Transportation Items: Baby carriers,"Plains; USA, Canada (inferred)",Collection history unknown; purchased by George Heye/MAI at an unknown date.
Baby carrier/Moss bag,Tsitsistas/Suhtai (Cheyenne)  ,Quilled (lane stitched),Transportation Items: Baby carriers,"Plains; USA, Canada (inferred)",Collection history unknown; purchased by MAI from an unknown source in 1937.
Cradleboard,Payómkawichum (Luiseño)  ,"Sewn, bead mosaic, strung, laced",Transportation Items: Baby carriers,Pauma Valley; San Diego County; California; USA,"NMAI purchase from the Case Trading Post, Wheelwright Museum of the American Indian (Santa Fe, New Mexico) in 2017."
Cradleboard model/toy,probably Dakelh (Carrier) (attributed)  ,"Stitched, painted, etched",Transportation Items: Baby carriers,Fraser Lake; Fraser-Fort George Regional District; British Columbia; Canada,"Collection history unknown; formerly in the collection of Douglas D. Graham (1849-1914, a trader at Zuni Pueblo from the 1870s through the 1890s); donated to MAI in 1959 by his nieces Evelyn Brinckerhoff Lent (Mrs. Ward S. Lent, 1890-1970), Heloise Graham Brinckerhoff Oman (Mrs. Charles M. Oman, 1885-1966), Beatrice Brinckerhoff Young (Mrs. Alexander M. Young, 1895-1973), and Mary Franklin Brinckerhoff Van Houten (Mrs. John M. Van Houten, 1894-1964)."
Cradleboard,Mohawk [Kahnawake (Caughnawaga)]  ,"Carved, painted",Transportation Items: Baby carriers,Kahnawake Reserve (Caughnawaga Reserve); Montérégie Region; Québec; Canada,"Collection history unknown; formerly in the collection of Christian F. Schuster (1868-1957, a collector and amateur archaeologist in Holyoke, Massachusetts); purchased by MAI from Christian Schuster in 1953."
Baby belt/sling,Kadiwéu (Caduveo/Cadioeos/Guaicuru)  ,Knotted,Transportation Items: Baby carriers,"Rio Nabileque; Pantanal Sul Mesoregion; Mato Grosso do Sul State, Central-West Region; Brazil","Collected by Sasha Siemel (1890-1970, an adventurer, hunter, and author) between 1914 and 1937; purchased by MAI from Sasha Siemel in 1937."
Cradleboard cover,probably Northern Tsitsistas/Suhtai (Cheyenne) (attributed); possibly used by the Nimi'ipuu (Nez Perce)  ,Lazy/lane stitch beadwork,Transportation Items: Baby carriers,Montana; USA (inferred),"Collection history unknown; purchased by MAI from Anton Heitmuller (1873-1959) and the Heitmuller Art Company (Washington, DC) in 1917."
title,culture/people,media/materials,object type,place,collection history
Chapel for Pablo Tac,La Jolla Band Luiseño  ,"Cotton cloth, canvas, paint, wood, silver, gold, brass, gourd, brass bell/bells, vegetal fiber, feather/feathers, shell/shells, commercially tanned leather, pottery, cardboard, synthetic fabric, glass bottle, iron/steel head, stone",Works of Art (Other),Venice; Venice Province; Veneto Region; Italy,Created for the 2005 Venice Biennale; NMAI purchase from the artists in 2010.
Mask,probably Squaxon (attributed)  ,"Carved, painted, tied",Works of Art (Other),Washington; USA (inferred),"Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii) and probably received as a gift in recognition of his service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013."
Mask,Warm Springs  ,"Modeled, incised, glazed, strung, twisted",Works of Art (Other),Portland; Multnomah County; Oregon; USA (inferred),"Formerly in the collection of Senator Daniel K. Inouye (1924-2012, D-Hawaii); received as a gift from the Confederated Tribes of Warm Springs at an unknown date in recognition of Senator Inouye's service to American Indians as Chairman of the Senate Committee on Indian Affairs (1987-1995 and 2001-2003); donated to NMAI by Senator Inouye's widow Irene Hirano Inouye (1948-2020) in 2013."
Mask,Spokan  ,"Modeled, incised, glazed, impressed",Works of Art (Other),Santa Fe; Santa Fe County; New Mexico; USA,"Purchased by the Indian Arts and Crafts Board from the Center for the Arts of Indian America, a Washington, DC gallery and re-granting agency, in 1967; part of the IACB Headquarters collection (Department of the Interior, Washington, DC) until 2000 when it was transferred to NMAI."
Ofrenda,Zapotec  ,"Wool yarn, indigo dye/dyes, vegetal dye/dyes",Works of Art (Other),"Teotitlán del Valle; Teotitlán del Valle; Teotitlán del Valle Municipality, Tlacolula District, Valles Centrales Region; Oaxaca State; Mexico","NMAI purchase from the artist, 2014."
"Tsu Heidei Shugaxtutaan [We will again open this container of wisdom that has been left in our care], Part I",Tlingit  ,Digital video,Works of Art (Other),Sitka (Norfolk Sound); Sealaska Native Corporation; Alaska; USA,"NMAI purchase from the artist, 2017."
The Eye of the Storm,Métis  ,"Synthetic fabric, stone, bean/beans, corn kernel/kernels, paper, glass bead/beads",Works of Art (Other),Regina; Saskatchewan; Canada,"NMAI commission from the artist, 2004."
"Tears of our Children, Tears for our Children",Diné (Navajo)  ,"Cotton cloth, cotton batting, commercially tanned leather, ink, thread",Works of Art (Other),"Sheep Springs, Navajo Reservation; San Juan County; New Mexico; USA","NMAI purchase from the artist, 2014."
Small Secrets,Inupiaq (Alaskan Inupiat Eskimo)  ,"Walrus gut/intestine, glass bead/beads, animal hair, nylon thread, human hair",Works of Art (Other),Anchorage; Cook Inlet Native Corporation; Alaska; USA,"NMAI purchase from the artist, 2011."
House of Transitions,Oklahoma Seminole  ,"Plastic, metal, cotton twine/string, wood, photograph/photographs",Works of Art (Other),Boulder; Colorado; USA,"NMAI purchase from the artist, 2013."
Begin With Your Right Foot,Osage  ,"Pottery, clay slip, paint, glaze",Works of Art (Other),Stillwater; Payne County; Oklahoma; USA,"NMAI purchase from the artist, 2014."
Conductors of Our Own Destiny,Northern Inunaina (Arapaho)  ,"Buffalo hide/skin, glass bead/beads, gold beads, metal bead/beads, ermine tail, acrylic paint, ink, satin ribbon, brass bell/bells",Works of Art (Other),Albuquerque; Bernalillo County; New Mexico; USA,"NMAI purchase from the artist, 2014."
Our River's Ancestors,Quinault  ,"Glass, paint",Works of Art (Other),Seattle; King County; Washington; USA,"NMAI purchase from the artist, 2015."
Reservation Diabetes Dispenser,Sicangu Lakota [Rosebud Sioux]  ,"Plastic, glass bead/beads, paint, brass tacks/bosses",Works of Art (Other),Rosebud Reservation; Todd County; South Dakota; USA (inferred),"NMAI purchase from the Home & Away Gallery (Kennebunkport, Maine), 2014."
"Tsu Heidei Shugaxtutaan [We will again open this container of wisdom that has been left in our care], Part II",Tlingit  ,Digital video,Works of Art (Other),Sitka (Norfolk Sound); Sealaska Native Corporation; Alaska; USA (inferred),"NMAI purchase from the artist, 2017."
Lucky Blanket,Choctaw  ,"Wool felt, glass bead/beads, paint",Works of Art (Other),Santa Fe; Santa Fe County; New Mexico; USA (inferred),"NMAI purchase from the artist, 2001."
Strawberry and Chocolate,Onondaga  ,"16mm film, film fullcoat, twine/string",Works of Art (Other),Olympia; Thurston County; Washington; USA,"NMAI purchase from the artist, 2001."
Bowl/Dish in the form of a flounder,Inupiaq (Alaskan Inupiat Eskimo)  ,Hammered,Works of Art (Other),Fairbanks; Doyon Native Corporation; Alaska; USA,"Commissioned by Indian Arts and Crafts Board representatives from the artist in 1983 and delivered by the artist in 1984; part of the IACB Headquarters collection (Department of the Interior, Washington, DC) until 2000 when it was transferred to NMAI."
title,culture/people,media/materials,object type,place,collection history
"Harpoon head, foreshaft, and line",Eskimo/Inuit  ,"Carved, braided",Hunting/Fishing/Warfare,Arctic (inferred),"Collected by William Gowan (or Gowen) between 1850 and 1854 when he served on the HMS Enterprise during a search for explorer Sir John Franklin (1786-1847), who disappeared during an 1845-1847 voyage to chart Canada's Northwest Passage; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1917."
Shaman's figure accessory (Image withheld),Alaskan Eskimo  ,Sewn,Ceremonial/Ritual items: Shamanic objects,Alaska; USA,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1914; purchased by George Heye from W.O. Oldman in 1915."
Lamp part/fragment,Kalaallit (Greenland Eskimo)  ,Ground,Furnishings (Home),Greenland (Kalaallit Nunaat),Collection history unknown; formerly in the collection of the Academy of Natural Sciences of Philadelphia; lent to MAI by the Academy of Natural Sciences in 1929.
Child,Inuit [Igloolik]  ,Steatite/soapstone,Sculpture/Carving/Figures,"Igloolik (Iglulik); Qikiqtaaluk Region (Qitirmiut, Baffin); Nunavut; Canada","Purchased by Inuit art collectors Bert Witt (Mervin Herbert Witt, 1916-2013) and his wife Ellen Hays Witt (1917-2007) from the Canadian Arctic Producers Co-operative Ltd. (Mississauga, Ontario) in 1974; donated to NMAI by Bert and Ellen Witt in 2001."
Arrow,Eskimo/Inuit  ,Carved,Hunting/Fishing/Warfare,Arctic (inferred),"Collected by William Gowan (or Gowen) between 1850 and 1854 when he served on the HMS Enterprise during a search for explorer Sir John Franklin (1786-1847), who disappeared during an 1845-1847 voyage to chart Canada's Northwest Passage; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1917."
Necklace,Inupiaq (Alaskan Inupiat Eskimo) [Nuwukmiut/Point Barrow]  ,Carved,Adornment/Jewelry,Point Barrow; Arctic Slope Native Corporation; Alaska; USA,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1912; purchased by George Heye from W.O. Oldman in 1913."
Cooking vessel,probably Inuvialuit Inupiaq (Mackenzie Delta Eskimo) (attributed)  ,Aboriginally repaired,Food Gathering and Preparation,150 miles east of mouth of Mackenzie River; East of Mackenzie River mouth; Inuvialuit Settlement Region; Northwest Territories; Canada,Collection history unknown; purchased by MAI from an unknown source circa 1917.
Arrow,Eskimo/Inuit  ,Barbed,Hunting/Fishing/Warfare,Arctic (inferred),"Collected by William Gowan (or Gowen) between 1850 and 1854 when he served on the HMS Enterprise during a search for explorer Sir John Franklin (1786-1847), who disappeared during an 1845-1847 voyage to chart Canada's Northwest Passage; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1917."
Ulu knife,Inupiaq (Alaskan Inupiat Eskimo) [Nuwukmiut/Point Barrow]  ,Carved,Tools and Equipment (General),Point Barrow; Arctic Slope Native Corporation; Alaska; USA,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1914; purchased by George Heye from W.O. Oldman in 1915."
Ulu knife,Inupiaq (Alaskan Inupiat Eskimo) [Nuwukmiut/Point Barrow]  ,Carved,Tools and Equipment (General),Point Barrow; Arctic Slope Native Corporation; Alaska; USA,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1915; purchased by George Heye from W.O. Oldman in 1915."
Figure,Iglulingmiut Inuit (Iglulik/Iglulirmiut Eskimo)  ,Carved,Sculpture/Carving/Figures,"East coast of Melville Peninsula from Lyon Inlet to Fury and Hecla Strait; Melville Peninsula; Qikiqtaaluk Region (Qitirmiut, Baffin), Kivalliq Region (Keewatin); Nunavut; Canada","Collected between 1913 and 1916 by Christian Leden (1882-1957, Arctic explorer); purchased by MAI from Christian Leden in 1917 using funds donated by MAI trustee James B. Ford (1844-1928)."
Lamp part/fragment,Netsilingmiut Inuit (Netsilik Eskimo) [Aivilingmiut/Aivilirmiut/Aivilik]  ,Aboriginally repaired,Furnishings (Home),"Murray Harbor, Lyon Inlet, Melville Peninsula; Kivalliq Region (Keewatin); Nunavut; Canada","Collected by polar explorer Captain Robert A. Bartlett (1875-1946), probably in 1933; acquired by MAI through an exchange with Captain Bartlett in 1933."
Figure,probably Inupiaq (Alaskan Inupiat Eskimo) (attributed)  ,"Carved, incised",Sculpture/Carving/Figures,Western Alaska; Alaska; USA,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1917."
Cooking vessel,Copper Inuit (Copper Eskimo) [Ahagmiut/Coronation Gulf]  ,Ground,Food Gathering and Preparation,Coronation Gulf; Kitkmeot Region (Qitirmiut); Nunavut; Canada,Collection history unknown; purchased by MAI from an unknown source in 1923.
Sash/Belt,Eskimo/Inuit  ,Quill embroidered,Clothing/Garments: Accessories,Arctic (inferred),"Collected by William Gowan (or Gowen) between 1850 and 1854 when he served on the HMS Enterprise during a search for explorer Sir John Franklin (1786-1847), who disappeared during an 1845-1847 voyage to chart Canada's Northwest Passage; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1917."
Figure,probably Inupiaq (Alaskan Inupiat Eskimo) (attributed)  ,Carved,Sculpture/Carving/Figures,Western Alaska; Alaska; USA,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by MAI from W.O. Oldman in 1917."
